time,tavg,prcp,wdir,wspd,pres
2021-02-19,7.3,0.0,187.0,18.4,1013.9
2021-02-20,12.1,0.0,168.0,22.8,1009.9
2021-02-21,11.5,0.0,164.0,17.5,1011.8
2021-02-22,11.3,0.5,178.0,16.2,1017.1
2021-02-23,13.1,0.2,194.0,21.4,1027.4
2021-02-24,13.4,0.0,188.0,19.9,1027.6
2021-02-25,10.8,0.4,242.0,10.8,1027.0
2021-02-26,7.3,1.0,346.0,9.3,1035.4
2021-02-27,4.3,0.0,34.0,9.2,1040.0
2021-02-28,5.8,0.0,58.0,14.6,1036.4
2021-03-01,6.1,0.0,78.0,11.2,1031.8
2021-03-02,7.3,0.0,137.0,8.3,1029.3
2021-03-03,8.9,2.5,212.0,8.4,1027.8
2021-03-04,5.4,3.7,348.0,10.3,1022.7
2021-03-05,3.5,0.0,27.0,15.1,1028.6
2021-03-06,1.4,0.0,53.0,10.9,1032.6
2021-03-07,1.4,0.0,31.0,9.6,1026.5
2021-03-08,3.1,0.2,26.0,5.5,1024.0
2021-03-09,5.5,1.7,280.0,10.7,1020.2
2021-03-10,5.1,2.6,201.0,21.7,1014.9
2021-03-11,9.6,1.3,235.0,38.5,1001.0
2021-03-12,6.8,2.7,237.0,28.5,1006.2
2021-03-13,7.2,5.9,242.0,35.2,998.5
2021-03-14,6.3,3.5,276.0,22.6,1011.3
2021-03-15,7.1,2.5,317.0,20.3,1017.6
2021-03-16,5.7,4.9,281.0,12.9,1025.0
2021-03-17,6.2,2.1,350.0,22.7,1028.3
2021-03-18,5.2,0.7,342.0,13.5,1025.7
2021-03-19,4.9,0.0,25.0,18.0,1024.9
2021-03-20,4.6,0.0,353.0,9.9,1029.8
2021-03-21,6.7,0.1,332.0,16.3,1026.0
2021-03-22,5.6,0.0,342.0,7.8,1026.6
2021-03-23,6.4,0.0,217.0,8.8,1025.9
2021-03-24,7.2,0.0,225.0,11.4,1022.4
2021-03-25,8.1,1.8,222.0,11.5,1020.7
2021-03-26,8.6,4.6,207.0,21.9,1015.4
2021-03-27,6.9,1.1,249.0,22.9,1021.7
2021-03-28,10.0,0.0,,,
2021-03-29,10.9,0.0,211.0,13.6,1029.4
2021-03-30,12.0,0.0,165.0,9.0,1029.2
2021-03-31,14.1,0.0,180.0,9.1,1022.3
2021-04-01,12.5,0.0,10.0,12.3,1021.5
2021-04-02,6.4,0.0,23.0,18.8,1026.6
2021-04-03,7.1,0.0,13.0,17.6,1028.5
2021-04-04,6.1,0.0,333.0,8.3,1025.8
2021-04-05,4.2,1.1,300.0,20.7,1015.9
2021-04-06,2.4,0.8,303.0,17.4,1018.1
2021-04-07,3.3,0.2,281.0,17.6,1021.4
2021-04-08,5.3,0.0,221.0,9.8,1023.5
2021-04-09,7.4,0.0,231.0,9.9,1015.0
2021-04-10,6.6,11.5,32.0,6.7,1011.1
2021-04-11,5.1,1.8,356.0,18.1,1015.0
2021-04-12,3.0,0.2,296.0,9.7,1027.7
2021-04-13,3.6,0.0,320.0,6.0,1032.7
2021-04-14,5.2,0.3,359.0,11.0,1031.3
2021-04-15,4.6,0.9,17.0,10.2,1030.7
2021-04-16,5.4,0.0,26.0,13.1,1029.1
2021-04-17,6.5,0.0,11.0,14.7,1027.1
2021-04-18,6.7,0.0,338.0,8.9,1024.2
2021-04-19,7.2,0.2,320.0,8.3,1021.2
2021-04-20,8.8,0.0,344.0,3.7,1017.8
2021-04-21,9.2,0.2,15.0,12.5,1018.6
2021-04-22,7.3,0.0,45.0,15.1,1025.7
2021-04-23,7.9,0.0,65.0,12.5,1028.6
2021-04-24,9.1,0.0,56.0,16.3,1026.8
2021-04-25,7.9,0.0,45.0,18.7,1026.5
2021-04-26,8.1,0.0,41.0,15.7,1019.8
2021-04-27,9.6,0.0,45.0,7.5,1010.2
2021-04-28,10.4,1.0,35.0,6.4,1003.8
2021-04-29,8.1,3.1,339.0,14.3,1007.6
2021-04-30,6.3,0.4,312.0,7.4,1014.2
2021-05-01,6.6,0.4,16.0,7.1,1015.1
2021-05-02,7.2,0.6,324.0,9.1,1019.7
2021-05-03,9.1,0.0,219.0,17.2,1017.8
2021-05-04,10.7,2.6,241.0,36.9,1001.8
2021-05-05,8.2,0.8,267.0,18.6,1007.7
2021-05-06,7.2,3.2,242.0,12.0,1007.2
2021-05-07,8.1,0.3,269.0,12.9,1014.8
2021-05-08,10.9,4.0,171.0,18.3,1011.7
2021-05-09,17.3,5.1,182.0,19.1,1001.6
2021-05-10,15.6,8.7,201.0,19.3,1003.1
2021-05-11,13.0,2.9,188.0,9.3,1008.5
2021-05-12,11.9,0.6,195.0,9.7,1011.2
2021-05-13,11.3,1.7,140.0,10.7,1007.0
2021-05-14,10.4,3.9,177.0,6.1,1007.3
2021-05-15,9.8,5.0,210.0,15.2,1003.9
2021-05-16,11.3,6.9,224.0,16.8,1001.2
2021-05-17,11.9,11.7,248.0,21.3,1003.9
2021-05-18,11.6,8.1,259.0,13.9,1013.2
2021-05-19,10.4,4.8,251.0,13.0,1016.8
2021-05-20,11.1,0.1,213.0,17.0,1017.9
2021-05-21,12.7,0.9,226.0,31.0,1004.7
2021-05-22,10.5,6.7,232.0,26.3,1003.9
2021-05-23,11.0,0.4,219.0,20.9,1012.0
2021-05-24,11.7,11.1,203.0,21.2,1006.7
2021-05-25,10.9,1.9,249.0,23.2,1013.3
2021-05-26,11.0,7.5,260.0,16.4,1013.9
2021-05-27,12.2,0.5,304.0,13.6,1019.7
2021-05-28,11.6,0.0,74.0,7.8,1023.7
2021-05-29,14.3,0.0,53.0,12.1,1025.3
2021-05-30,14.7,0.0,52.0,11.7,1026.2
2021-05-31,16.9,0.0,86.0,11.8,1021.5
2021-06-01,17.9,0.0,95.0,12.5,1015.6
2021-06-02,19.8,0.2,123.0,10.9,1013.5
2021-06-03,19.8,1.3,250.0,9.2,1018.8
2021-06-04,17.4,15.1,334.0,8.3,1020.8
2021-06-05,14.2,0.4,310.0,13.8,1023.0
2021-06-06,15.5,0.0,323.0,8.7,1024.5
2021-06-07,16.0,0.0,20.0,6.3,1023.8
2021-06-08,17.5,0.0,318.0,6.3,1023.3
2021-06-09,18.3,0.0,296.0,7.9,1022.5
2021-06-10,18.4,0.0,266.0,10.5,1021.6
2021-06-11,17.9,0.0,252.0,11.8,1020.7
2021-06-12,17.0,0.2,292.0,12.9,1022.6
2021-06-13,16.9,0.0,91.0,6.0,1027.0
2021-06-14,19.6,0.0,168.0,7.9,1021.0
2021-06-15,20.4,0.0,45.0,7.5,1019.4
2021-06-16,23.0,0.0,129.0,7.8,1013.4
2021-06-17,24.2,5.2,189.0,11.7,1010.1
2021-06-18,22.5,13.4,144.0,15.3,1011.1
2021-06-19,17.9,7.3,222.0,10.3,1013.7
2021-06-20,18.4,8.9,250.0,9.5,1008.4
2021-06-21,16.5,14.2,37.0,14.8,1008.7
2021-06-22,13.8,8.3,31.0,18.8,1015.9
2021-06-23,14.1,1.7,18.0,14.6,1021.3
2021-06-24,15.1,0.2,332.0,9.6,1021.4
2021-06-25,15.5,4.4,230.0,12.1,1018.4
2021-06-26,17.1,7.6,83.0,5.3,1017.7
2021-06-27,18.9,8.1,84.0,9.1,1014.3
2021-06-28,18.7,6.3,65.0,4.2,1013.4
2021-06-29,17.4,6.7,317.0,8.8,1012.9
2021-06-30,14.3,10.4,316.0,13.8,1014.8
2021-07-01,15.3,0.2,302.0,11.7,1017.3
2021-07-02,17.8,0.2,223.0,6.6,1017.1
2021-07-03,18.8,3.4,178.0,10.1,1013.9
2021-07-04,17.0,11.5,209.0,8.7,1010.4
2021-07-05,16.7,3.3,198.0,11.3,1008.0
2021-07-06,17.2,5.6,207.0,26.1,1004.9
2021-07-07,17.3,0.4,225.0,14.7,1013.6
2021-07-08,16.8,5.4,255.0,7.8,1020.0
2021-07-09,16.8,0.5,249.0,9.9,1022.0
2021-07-10,16.0,4.0,208.0,4.2,1017.1
2021-07-11,16.4,0.0,215.0,6.9,1016.1
2021-07-12,17.9,3.6,93.0,8.5,1010.5
2021-07-13,16.6,6.1,339.0,11.3,1011.1
2021-07-14,16.4,0.2,329.0,22.9,1014.4
2021-07-15,18.0,0.0,338.0,25.8,1017.8
2021-07-16,16.9,0.0,355.0,17.5,1023.6
2021-07-17,18.3,0.0,8.0,13.7,1026.0
2021-07-18,19.5,0.0,11.0,9.8,1024.4
2021-07-19,19.6,0.4,27.0,7.6,1021.7
2021-07-20,20.4,0.0,71.0,7.1,1020.7
2021-07-21,20.5,0.0,80.0,6.7,1022.6
2021-07-22,19.5,0.0,18.0,9.9,1022.5
2021-07-23,18.6,0.0,55.0,13.1,1016.7
2021-07-24,20.8,3.4,135.0,11.0,1008.4
2021-07-25,18.0,15.8,167.0,8.9,1007.3
2021-07-26,18.1,8.7,241.0,10.0,1009.6
2021-07-27,17.4,9.5,205.0,13.7,1011.0
2021-07-28,17.0,1.0,223.0,20.5,1010.4
2021-07-29,17.0,0.0,240.0,22.2,1012.1
2021-07-30,16.7,1.4,206.0,21.4,1007.9
2021-07-31,16.8,5.6,250.0,19.7,1009.2
2021-08-01,16.1,6.7,261.0,13.1,1011.0
2021-08-02,16.3,4.9,354.0,5.9,1014.2
2021-08-03,15.5,3.5,345.0,6.2,1013.6
2021-08-04,15.9,2.3,124.0,4.8,1012.9
2021-08-05,17.5,1.1,197.0,9.1,1008.4
2021-08-06,17.7,4.6,219.0,22.9,1002.4
2021-08-07,16.4,8.9,204.0,19.4,1001.7
2021-08-08,16.1,1.0,229.0,23.7,1008.4
2021-08-09,16.1,8.2,216.0,16.9,1014.6
2021-08-10,17.3,4.9,232.0,11.5,1016.5
2021-08-11,16.7,0.0,247.0,7.8,1019.5
2021-08-12,18.3,0.0,230.0,5.3,1019.7
2021-08-13,17.5,0.0,259.0,13.1,1022.1
2021-08-14,18.3,0.0,257.0,10.7,1021.3
2021-08-15,18.6,0.0,235.0,12.4,1014.9
2021-08-16,16.0,1.4,280.0,16.6,1015.0
2021-08-17,14.8,1.5,261.0,14.2,1019.4
2021-08-18,17.3,0.6,263.0,15.9,1017.2
2021-08-19,17.1,0.4,247.0,16.2,1015.4
2021-08-20,18.3,0.5,241.0,12.7,1016.8
2021-08-21,18.7,4.8,189.0,6.3,1016.6
2021-08-22,17.2,10.4,266.0,16.2,1017.2
2021-08-23,17.8,0.4,352.0,18.6,1023.6
2021-08-24,17.2,0.0,37.0,16.7,1026.6
2021-08-25,16.5,0.0,27.0,13.5,1023.5
2021-08-26,16.3,1.1,334.0,17.1,1018.6
2021-08-27,15.7,0.4,359.0,13.0,1020.2
2021-08-28,16.3,0.8,351.0,16.3,1021.8
2021-08-29,16.0,2.4,352.0,16.8,1022.0
2021-08-30,17.4,0.4,8.0,17.1,1021.6
2021-08-31,17.0,0.0,16.0,15.0,1025.6
2021-09-01,16.8,0.1,27.0,11.4,1028.4
2021-09-02,17.1,0.0,48.0,11.7,1026.0
2021-09-03,17.8,0.0,51.0,11.1,1020.2
2021-09-04,18.8,0.6,62.0,10.4,1017.1
2021-09-05,20.0,0.0,73.0,8.1,1019.8
2021-09-06,20.0,0.0,81.0,6.6,1023.2
2021-09-07,20.1,0.0,95.0,9.1,1022.1
2021-09-08,21.5,0.0,101.0,13.2,1014.5
2021-09-09,21.1,0.6,207.0,9.2,1010.2
2021-09-10,19.7,1.7,213.0,11.9,1012.1
2021-09-11,17.6,0.6,244.0,16.9,1017.1
2021-09-12,17.0,0.0,278.0,8.7,1018.6
2021-09-13,16.6,0.1,63.0,10.4,1017.8
2021-09-14,17.7,2.9,140.0,10.1,1012.6
2021-09-15,18.0,1.3,310.0,10.4,1012.3
2021-09-16,16.4,0.1,272.0,6.4,1017.5
2021-09-17,16.3,0.2,201.0,6.5,1016.3
2021-09-18,17.2,0.0,115.0,9.8,1015.1
2021-09-19,17.4,0.0,66.0,5.5,1013.8
2021-09-20,16.4,0.4,357.0,8.2,1019.3
2021-09-21,13.7,0.0,37.0,9.4,1029.2
2021-09-22,13.7,0.0,157.0,4.8,1028.5
2021-09-23,15.1,0.1,250.0,13.2,1021.2
2021-09-24,17.4,0.9,247.0,14.9,1017.4
2021-09-25,16.2,0.3,181.0,8.0,1015.5
2021-09-26,17.7,2.0,188.0,10.6,1013.9
2021-09-27,15.6,3.1,207.0,19.5,1014.4
2021-09-28,14.6,0.1,193.0,13.9,1020.4
2021-09-29,13.0,4.4,248.0,20.2,1018.1
2021-09-30,11.6,0.4,217.0,15.8,1024.8
2021-10-01,13.6,7.2,197.0,22.8,1015.1
2021-10-02,13.6,13.6,190.0,21.2,1006.1
2021-10-03,14.0,29.9,234.0,16.3,999.7
2021-10-04,13.2,0.5,197.0,20.6,1012.8
2021-10-05,12.7,8.1,207.0,23.6,1005.7
2021-10-06,12.1,2.4,270.0,21.2,1016.1
2021-10-07,11.5,0.0,217.0,6.8,1026.8
2021-10-08,11.0,0.0,64.0,8.1,1029.7
2021-10-09,11.3,0.0,61.0,7.2,1027.9
2021-10-10,10.8,0.0,358.0,7.6,1027.7
2021-10-11,11.7,0.1,324.0,11.0,1028.5
2021-10-12,10.7,0.3,301.0,14.1,1024.2
2021-10-13,9.5,0.0,300.0,8.3,1026.9
2021-10-14,10.7,0.1,235.0,10.7,1025.5
2021-10-15,11.3,0.4,303.0,11.8,1019.9
2021-10-16,8.4,0.0,124.0,6.3,1022.2
2021-10-17,9.9,0.0,168.0,10.0,1020.2
2021-10-18,10.6,0.8,173.0,13.8,1020.6
2021-10-19,17.2,0.5,203.0,20.9,1016.7
2021-10-20,16.2,9.0,211.0,24.5,1005.5
2021-10-21,10.4,4.5,265.0,24.5,1003.8
2021-10-22,8.5,0.0,268.0,15.6,1019.8
2021-10-23,9.2,0.2,203.0,8.4,1026.2
2021-10-24,8.5,0.0,172.0,13.8,1022.6
2021-10-25,11.5,0.2,200.0,15.1,1017.9
2021-10-26,12.3,0.3,220.0,16.8,1020.5
2021-10-27,12.2,0.0,195.0,16.2,1022.3
2021-10-28,11.5,0.0,174.0,18.3,1014.9
2021-10-29,13.1,1.5,181.0,23.5,1005.3
2021-10-30,12.1,9.4,185.0,17.0,1001.4
2021-10-31,11.1,4.3,189.0,21.4,1000.5
2021-11-01,9.4,2.0,206.0,20.7,998.8
2021-11-02,7.6,1.6,211.0,11.3,999.2
2021-11-03,5.8,1.2,357.0,8.1,1001.8
2021-11-04,6.9,1.0,299.0,11.8,1009.2
2021-11-05,7.5,0.2,301.0,12.3,1023.9
2021-11-06,7.8,0.0,215.0,15.7,1027.5
2021-11-07,10.5,1.4,272.0,17.3,1020.2
2021-11-08,7.5,0.0,265.0,8.5,1024.0
2021-11-09,7.1,0.0,178.0,10.3,1025.9
2021-11-10,5.5,0.0,178.0,8.8,1024.9
2021-11-11,6.7,0.0,170.0,9.1,1024.6
2021-11-12,6.6,0.2,184.0,16.6,1016.9
2021-11-13,10.9,3.5,287.0,15.7,1013.0
2021-11-14,10.1,0.3,29.0,11.0,1021.2
2021-11-15,6.8,0.0,34.0,10.5,1025.9
2021-11-16,6.3,0.1,135.0,5.8,1023.5
2021-11-17,7.7,0.1,258.0,10.5,1023.3
2021-11-18,7.8,0.0,229.0,11.1,1029.6
2021-11-19,11.1,0.0,239.0,9.0,1030.8
2021-11-20,10.1,0.2,220.0,9.8,1025.1
2021-11-21,7.9,2.3,327.0,13.7,1015.6
2021-11-22,4.7,0.0,32.0,15.4,1025.9
2021-11-23,4.2,0.0,15.0,5.2,1030.7
2021-11-24,4.9,0.0,65.0,4.8,1022.4
2021-11-25,5.1,1.7,307.0,8.6,1013.4
2021-11-26,4.1,4.2,245.0,17.4,997.5
2021-11-27,2.3,7.1,228.0,12.6,989.2
2021-11-28,3.4,6.1,323.0,16.6,1000.1
2021-11-29,2.6,0.0,289.0,14.1,1011.7
2021-11-30,8.4,1.4,252.0,22.7,1012.1
2021-12-01,8.1,6.1,259.0,24.2,998.4
2021-12-02,3.6,2.5,306.0,18.6,1007.1
2021-12-03,2.8,5.9,206.0,19.6,1008.1
2021-12-04,4.8,5.8,224.0,13.5,997.9
2021-12-05,3.8,4.0,272.0,12.5,1001.9
2021-12-06,2.4,5.0,173.0,15.1,1010.7
2021-12-07,3.9,4.0,198.0,21.9,1003.8
2021-12-08,4.7,0.3,205.0,22.1,996.1
2021-12-09,4.1,1.6,209.0,17.5,1002.5
2021-12-10,4.1,21.1,288.0,26.3,994.5
2021-12-11,4.4,0.2,251.0,13.9,1015.9
2021-12-12,9.1,2.0,214.0,16.9,1022.5
2021-12-13,8.5,0.0,196.0,14.3,1026.3
2021-12-14,7.9,0.1,212.0,10.9,1028.6
2021-12-15,9.1,0.5,231.0,12.3,1032.0
2021-12-16,8.6,0.7,306.0,6.6,1037.7
2021-12-17,5.8,0.0,55.0,8.4,1040.0
2021-12-18,7.2,0.0,60.0,12.5,1038.9
2021-12-19,6.1,0.0,19.0,8.0,1033.8
2021-12-20,5.3,0.0,46.0,7.2,1028.2
2021-12-21,-0.9,0.0,72.0,6.5,1026.0
2021-12-22,-1.4,0.0,146.0,10.6,1022.9
2021-12-23,3.5,0.0,195.0,16.8,1011.9
2021-12-24,6.2,0.2,202.0,11.9,1006.7
2021-12-25,5.5,5.0,88.0,11.2,1004.8
2021-12-26,6.3,4.3,136.0,11.5,1003.3
2021-12-27,7.7,7.3,170.0,15.4,997.2
2021-12-28,9.7,7.6,235.0,28.2,994.1
2021-12-29,10.5,5.3,232.0,19.2,1006.9
2021-12-30,13.5,0.8,235.0,22.9,1016.7
2021-12-31,11.8,0.3,224.0,19.6,1020.2
2022-01-01,11.1,0.0,188.0,17.1,1022.3
2022-01-02,11.4,9.1,219.0,24.7,1014.7
2022-01-03,9.7,3.9,234.0,23.0,1011.5
2022-01-04,7.0,11.4,255.0,14.6,999.9
2022-01-05,3.3,0.0,285.0,18.3,1010.7
2022-01-06,3.0,0.6,237.0,13.8,1019.1
2022-01-07,4.1,4.6,231.0,20.1,1011.8
2022-01-08,4.2,11.9,223.0,21.0,1005.0
2022-01-09,3.3,0.6,265.0,16.1,1002.6
2022-01-10,0.4,0.0,167.0,9.4,1020.2
2022-01-11,1.6,0.0,178.0,12.0,1032.3
2022-01-12,3.7,0.4,159.0,5.5,1039.4
2022-01-13,0.5,0.0,218.0,5.3,1041.7
2022-01-14,0.3,0.0,197.0,3.3,1036.6
2022-01-15,1.2,0.0,163.0,7.0,1028.2
2022-01-16,4.8,1.5,248.0,12.3,1026.7
2022-01-17,3.1,0.0,282.0,9.2,1036.2
2022-01-18,3.2,0.0,59.0,5.4,1037.9
2022-01-19,3.1,1.1,243.0,11.3,1027.3
2022-01-20,3.7,0.7,332.0,14.9,1031.8
2022-01-21,3.5,0.0,310.0,11.1,1036.6
2022-01-22,3.4,0.0,282.0,9.6,1036.5
2022-01-23,4.1,0.0,170.0,5.4,1035.7
2022-01-24,1.3,0.0,85.0,6.4,1033.7
2022-01-25,-0.1,0.0,1.0,4.6,1033.9
2022-01-26,3.3,0.0,247.0,10.1,1033.6
2022-01-27,6.8,0.6,258.0,17.2,1028.3
2022-01-28,4.3,0.0,256.0,11.6,1034.8
2022-01-29,9.6,0.7,263.0,23.0,1028.7
2022-01-30,4.5,0.0,266.0,10.4,1030.4
2022-01-31,5.9,3.0,301.0,29.7,1019.8
2022-02-01,7.1,0.3,275.0,20.1,1021.0
2022-02-02,9.5,0.4,277.0,18.1,1021.9
2022-02-03,7.3,0.2,215.0,16.6,1017.2
2022-02-04,6.8,1.6,238.0,21.9,1012.6
2022-02-05,5.3,0.0,243.0,20.9,1020.9
2022-02-06,8.6,10.8,256.0,34.2,1009.3
2022-02-07,5.4,0.1,273.0,17.5,1024.6
2022-02-08,9.9,0.5,245.0,20.6,1028.9
2022-02-09,7.8,0.1,222.0,12.8,1026.2
2022-02-10,6.4,2.7,267.0,11.8,1022.0
2022-02-11,3.4,0.0,275.0,10.1,1031.1
2022-02-12,2.4,0.0,175.0,16.1,1027.0
2022-02-13,5.6,0.1,185.0,25.8,1010.1
2022-02-14,8.7,4.1,223.0,24.4,1001.2
2022-02-15,6.4,5.7,232.0,21.0,1010.1
2022-02-16,11.5,3.8,237.0,34.0,1001.1
2022-02-17,9.8,0.1,260.0,30.7,1008.6
2022-02-18,8.9,3.3,223.0,34.2,1002.8
2022-02-19,5.9,6.5,242.0,27.3,1012.8
2022-02-20,9.3,5.6,241.0,33.3,1008.8
2022-02-21,7.0,2.2,280.0,30.7,1007.6
2022-02-22,7.5,1.3,256.0,20.0,1019.6
2022-02-23,6.7,0.0,227.0,13.4,1024.0
2022-02-24,6.1,1.8,236.0,23.3,1013.8
2022-02-25,4.3,0.4,271.0,17.3,1024.9
2022-02-26,2.8,0.0,152.0,9.9,1032.8
2022-02-27,3.8,0.0,131.0,15.1,1028.8
2022-02-28,4.1,0.0,161.0,15.0,1028.7
2022-03-01,4.5,1.8,144.0,9.2,1026.9
2022-03-02,6.3,1.2,88.0,7.3,1022.5
2022-03-03,7.1,0.0,120.0,9.2,1017.0
2022-03-04,5.3,0.0,137.0,8.5,1018.7
2022-03-05,3.9,0.0,85.0,6.9,1020.5
2022-03-06,2.4,0.0,34.0,15.1,1025.4
2022-03-07,1.3,0.0,72.0,16.8,1025.1
2022-03-08,3.6,0.0,131.0,15.7,1019.4
2022-03-09,7.0,0.0,160.0,14.3,1020.9
2022-03-10,8.8,0.0,144.0,14.6,1020.2
2022-03-11,9.7,4.2,152.0,21.6,1011.3
2022-03-12,9.3,0.4,174.0,21.5,1013.7
2022-03-13,10.0,1.7,169.0,22.8,1011.6
2022-03-14,8.9,1.3,205.0,12.8,1024.1
2022-03-15,8.6,0.8,138.0,8.4,1023.6
2022-03-16,11.8,0.7,145.0,13.4,1019.4
2022-03-17,8.5,0.8,328.0,13.6,1030.3
2022-03-18,7.2,0.0,61.0,13.7,1041.0
2022-03-19,8.7,0.0,73.0,22.0,1037.5
2022-03-20,5.3,0.0,116.0,9.9,1028.3
2022-03-21,7.8,0.0,134.0,7.9,1029.5
2022-03-22,11.2,0.0,152.0,9.9,1030.2
2022-03-23,9.9,0.0,174.0,7.1,1030.5
2022-03-24,10.6,0.0,74.0,6.1,1029.6
2022-03-25,9.5,0.0,41.0,10.1,1030.1
2022-03-26,11.1,0.0,53.0,14.9,1031.0
2022-03-27,11.1,0.0,,,
2022-03-28,10.1,0.8,316.0,4.3,1023.2
2022-03-29,10.8,2.2,56.0,10.8,1011.4
2022-03-30,8.9,0.5,42.0,12.0,1004.3
2022-03-31,4.9,0.9,354.0,20.7,1002.1
2022-04-01,2.5,4.1,16.0,27.6,1008.4
2022-04-02,3.1,0.3,16.0,18.2,1018.9
2022-04-03,2.7,0.1,349.0,9.4,1024.2
2022-04-04,5.4,2.2,234.0,24.3,1015.1
2022-04-05,11.1,1.0,259.0,22.5,1009.2
2022-04-06,9.8,2.9,230.0,26.5,1002.9
2022-04-07,10.0,8.5,244.0,36.2,991.6
2022-04-08,5.9,2.9,295.0,10.3,1000.0
2022-04-09,5.7,1.0,283.0,12.8,1013.5
2022-04-10,6.5,0.0,204.0,7.1,1020.3
2022-04-11,10.3,0.0,123.0,15.7,1013.8
2022-04-12,14.1,0.1,165.0,14.5,1008.4
2022-04-13,13.0,0.0,224.0,6.5,1016.3
2022-04-14,12.2,0.0,287.0,7.5,1022.1
2022-04-15,12.2,0.0,42.0,7.6,1026.7
2022-04-16,11.6,0.0,71.0,12.5,1029.9
2022-04-17,11.5,0.0,124.0,11.0,1025.1
2022-04-18,12.0,0.0,182.0,8.4,1018.0
2022-04-19,12.7,0.0,348.0,9.2,1014.5
2022-04-20,12.8,0.0,64.0,13.9,1014.0
2022-04-21,13.0,0.0,64.0,14.6,1011.0
2022-04-22,12.7,0.0,62.0,17.2,1005.9
2022-04-23,15.2,0.0,74.0,19.9,1000.9
2022-04-24,13.9,0.0,32.0,18.1,1003.7
2022-04-25,9.7,4.2,358.0,13.3,1011.9
2022-04-26,9.8,0.0,6.0,14.8,1019.0
2022-04-27,9.4,0.0,30.0,11.5,1025.4
2022-04-28,11.7,0.0,45.0,13.3,1028.8
2022-04-29,10.9,0.0,0.0,12.4,1028.9
2022-04-30,10.1,0.0,16.0,16.0,1028.1
2022-05-01,9.3,0.2,20.0,7.0,1024.1
2022-05-02,12.0,0.0,25.0,10.8,1020.1
2022-05-03,11.3,0.0,15.0,12.7,1019.7
2022-05-04,11.0,0.0,328.0,8.1,1019.6
2022-05-05,12.8,0.6,304.0,11.1,1022.3
2022-05-06,13.6,0.0,271.0,7.4,1025.8
2022-05-07,14.1,0.3,313.0,10.2,1024.3
2022-05-08,13.9,0.0,29.0,14.0,1026.6
2022-05-09,15.6,0.0,95.0,8.1,1024.8
2022-05-10,18.1,0.0,215.0,16.5,1017.7
2022-05-11,16.3,0.1,239.0,17.6,1012.7
2022-05-12,14.3,0.0,254.0,15.3,1018.4
2022-05-13,13.8,0.0,254.0,18.0,1021.2
2022-05-14,15.0,0.0,256.0,6.9,1021.5
2022-05-15,19.3,0.0,102.0,11.6,1016.4
2022-05-16,19.4,0.0,230.0,16.3,1015.6
2022-05-17,20.7,0.0,198.0,8.6,1019.0
2022-05-18,20.6,1.3,271.0,8.2,1019.9
2022-05-19,19.8,11.6,236.0,14.3,1018.3
2022-05-20,15.0,17.8,2.0,10.0,1019.1
2022-05-21,14.9,0.0,260.0,15.3,1021.8
2022-05-22,16.4,0.0,114.0,4.3,1014.9
2022-05-23,16.4,4.0,27.0,10.7,1002.3
2022-05-24,13.1,0.6,242.0,21.7,1006.5
2022-05-25,13.3,0.1,234.0,20.6,1015.6
2022-05-26,15.5,0.0,250.0,20.0,1021.5
2022-05-27,15.2,0.0,296.0,16.0,1023.3
2022-05-28,12.8,0.5,342.0,14.2,1023.0
2022-05-29,10.8,1.4,351.0,12.8,1017.6
2022-05-30,10.9,0.0,36.0,4.8,1014.2
2022-05-31,12.6,0.7,219.0,11.7,1013.1
2022-06-01,12.8,0.0,285.0,11.0,1016.4
2022-06-02,13.9,0.0,72.0,9.9,1020.0
